Var1,Var2,Var3,Var4
AIRCr,"Phosphoribosylaminoimidazole Carboxylase",0,38.4927605795184
AKGDm,"2-Oxoglutarate Dehydrogenase",0,649.290633733135
AKGMALtm,"Alpha-Ketoglutarate/Malate Transporter",-1000,1000
AKGt4_3,"Akg Transport via Sodium Symport",-1000,1000
AKGtp,"Akg Transporter, Peroxisome",-1000,1000
AKR1C1,"Aldo-Keto Reductase Family 1, Member C1 (Chlordecone Reductase",0,108.498748312006
AKR1C41,"Aldo-Keto Reductase Family 1, Member C4 (Chlordecone Reductase",0,1000
AKR1C42,"Aldo-Keto Reductase Family 1, Member C4 (Chlordecone Reductase",0,1000
AKR1D,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",0,1000
AKR1D2,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",0,98.8573308298972
ALAASNNaEx,"L-Alanine/L-Asparagine Na-Dependent Exchange (Ala-L In)",0,1000
ALACYSNaEx,"L-Alanine/L-Cysteine Na-Dependent Exchange (Ala-L In)",0,1000
ALADGLNexR,"L-Alanine/Glutamine Reversible Antiport",-1000,1000
ALADGLYexR,"D-Alanine/Glycine Reversible Antiport",-1000,1000
ALAGLNexR,"L-Alanine/Glutamine Reversible Antiport",-1000,1000
ALAGLNNaEx,"L-Alanine/L-Glutamine Na-Dependent Exchange (Ala-L In)",0,1000
ALAGLYexR,"L-Alanine/Glycine Reversible Antiport",-1000,1000
ALASERNaEx,"L-Alanine/L-Serine Na-Dependent Exchange (Ala-L In)",0,1000
ALASm,"5-Aminolevulinate Synthase",0,1000
ALAt2rL,"L-Alanine Reversible Transport via Proton Symport, Lysosomal",0,28.1932627035301
ALAt4,"Alanine-Sodium Symporter",0,1000
ALATA_L,"L-Alanine Transaminase",-1000,1000
ALATHRNaEx,"L-Alanine/L-Threonine Na-Dependent Exchange (Ala-L In)",0,1000
ALAtN1,"Alanine Transport (Na, H Coupled)",-1000,1000
ALCD21_D,"Alcohol Dehydrogenase (D-1, 2-Propanediol)",0,1000
ALCD21_L,"Alcohol Dehydrogenase (L-1, 2-Propanediol)",0,1000
ALCD22_D,"Alcohol Dehydrogenase (D-Lactaldehyde)",0,1000
ALCD22_L,"Alcohol Dehydrogenase (L-Lactaldehyde)",0,1000
ALCD2if,"Alcohol Dehydrogenase, Forward Rxn (Ethanol -> Acetaldehyde)",0,0
ALCD2yf,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",0,0
ALDD20x,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD)",0,0.0119700000003548
ALDD20xm,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD), Mitochondrial",0,0.0119700000002049
ALDD21,"Aldehyde Dehydrogenase (Pristanal, NAD)",0,1000
ALDD2xm,"Aldehyde Dehydrogenase (Acetylaldehyde, NAD), Mitochondrial",0,1000
ALDD2y,"Aldehyde Dehydrogenase (Acetaldehyde, NADP)",0,1000
ALDSTRNte,"Aldosterone Transport",0,98.6935946507287
ALDSTRNtm,"Aldosterone Intracellular Transport",-98.6935946507292,0
ALKP,"Alkaline Phosphatase",0,0
ALOX12,"Arachidonate 12-Lipoxygenase",0,200.210754324447
ALOX12R,"Arachidonate 12-Lipoxygenase R",0,0
ALOX15,"Arachidonate 15-Lipoxygenase",0,154.416708321635
ALOX5,"Arachidonate 5-Lipoxygenase",0,201.179335604697
ALOX52,"Arachidonate 5-Lipoxygenase",0,201.179335604695
ALR2,"Aldose Reductase (Methylglyoxal)",0,1000
ALR3,"Aldose Reductase (Acetol)",0,1000
AMACR2p,"Alpha-Methylacyl Coenzyme A Racemase (Reductase)",0,1000
AMACR2r,"Alpha-Methylacyl Coenzyme A Racemase (Reductase)",0,0
AMACRp,"Alpha-Methylacyl Coenzyme A Racemase",0,93.8884310888844
AMACRr,"Alpha-Methylacyl Coenzyme A Racemase",0,0
AMCOXO,"2-Aminomuconate Reductase",0,0.0119700000003175
AMETr,"S-Adenosyl-L-Methionine Intracellular Diffusion",0,1000
AMETt2m,"S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial",-1000,1000
AMETtn,"S-Adenosyl-L-Methionine Nuclear Transport",0,0
AMPDA,"Adenosine Monophosphate Deaminase",0,1000
AMPTASECGe,"Alanyl Aminopeptidase (Cys-Gly) (E)",0,580.337146382075
AMPtp,"AMP Transporter, Peroxisome",-1000,1000
AMPtr,"AMP Transporter, Endoplasmic Reticulum",0,0
AMY1e,"Alpha-Amylase, Extracellular (Strch1 -> Strch2)",0,0
AMY2e,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",0,0
ANDRSTRNGLCte,"Glucuronidated Compound Transport",0,76.4745005976598
ANDRSTRNGLCtr,"Glucuronidated Compound Transport, Endoplasmatic Reticulum",-76.4745005976598,0
ANDRSTRNte,"Androsterone Transport",-102.567303032914,0
ANDRSTRNtr,"Androsterone Intracellular Transport",-1000,102.56736546108
ANTIPYRENEte,"Transport of Antipyrine",0,0
AOBUTDsm,"L-2-Amino-3-Oxobutanoate Decarboxylation, Mitochondrial (Spontaneous)",0,906.165382065637
AP4AH1,"Ap4A Hydrolase, Asymmetrically",0,0
APAT2rm,"3-Aminopropanoate:2-Oxoglutarate Aminotransferase, Mitochondrial",-161.212517963224,1000
APNNOXte,"Transport of Alpha-Pinene Oxide",0,0
APOCF,"Apocarboxylase Formation",0,1000
APOCFm,"Apocarboxylase Formation, Mitochondrial",0,1000
APOC_LYS_BTNP,"Proteolysis of ApoC-Lys-Biotin",0,1000
APOC_LYS_BTNPm,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",0,1000
APPNNte,"Transport of (+)-Alpha-Pinene",0,0
APRTO2,"N-Acetylputrescine: Oxygen Oxireductase (Deaminating)",0,155.088324828216
AQCOBALt,"Aquacob-(III)-Alamin Uptake",0,0.00133
ARAB_Lt,"L-Arabinoase Extracellular Transport",0,0
ARABR,"Arabinose Reductase",0,0
ARACHCOAtx,"Fatty Acid Intracellular Transport",-580.337146382076,1000
ARACHCPT1,"Carnitine Transferase",0,307.772692863075
ARACHCPT2,"Carnitine Transferase",0,307.772692863071
ARACHCRNt,"Transport into the Mitochondria (Carnitine)",0,1000
ARACHDCOAtx,"Fatty Acid Intracellular Transport",-1000,1000
ARACHDt2,"Fatty Acid Transport via Diffusion",-1000,1000
ARACHDtr,"Intracellular Transport",-1000,1000
ARACHt,"Fatty Acid Transport via Diffusion",-1000,1000
ARGDCm,"Arginine Decarboxylase, Mitochondrial",0,73.5142576377417
ARGLYSex,"Arginine/Lysine Exchanger (Arg In)",0,1000
ARGNm,"Arginase, Mitochondrial",0,77.2011771628218
ARGSS,"Argininosuccinate Synthase",0,1000
ARGt4,"L-Arginine Transport in via Sodium Symport",0,1000
ARGtm,"Arginine Mitochondrial Transport via Ornithine Carrier",-1000,1000
ARSA,"Arylsulfatase A",0,254.265821246208
ARTCOAL1,"R Group Coenzyme A Ligase",0,1000
ARTCOAL2,"R Group Coenzyme A Ligase",0,1000
ARTCOAL3,"R Group Coenzyme A Ligase",0,1000
R_group_phosphotase_1,"R Group Phosphotase 1",0,1000
R_group_phosphotase_2,"R Group Phosphotase 2",0,1000
R_group_phosphotase_3,"R Group Phosphotase 3",0,1000
ARTFR11,"R Group Artificial Flux",0,1000
ARTFR12,"R Group Artificial Flux (C16:1)",0,1000
ARTFR13,"R Group Artificial Flux",0,926.939265861881
ARTFR202,"R Group Artificial Flux (C18:3, N-3)",0,252.59387046049
ARTFR203,"R Group Artificial Flux",0,312.747893829911
ARTFR204,"R Group Artificial Flux",0,345.23650144959
ARTFR205,"R Group Artificial Flux",0,269.752067468961
ARTFR206,"R Group Artificial Flux",0,310.030788614627
ARTFR207,"R Group Artificial Flux",0,541.772579850527
ARTFR208,"R Group Artificial Flux",0,311.634366365991
ARTFR209,"R Group Artificial Flux",0,254.810001994952
ARTFR210,"R Group Artificial Flux",0,312.021905521924
ARTFR211,"R Group Artificial Flux",0,255.202385452403
ARTFR212,"R Group Artificial Flux",0,258.518150166616
ARTFR213,"R Group Artificial Flux",0,257.997666040237
ARTFR31,"R Group Artificial Flux",0,888.888888888889
ARTFR32,"R Group Artificial Flux",0,888.888888888889
ARTFR33,"R Group Artificial Flux",0,888.888888888889
ARTFR34,"R Group Artificial Flux",0,888.888888888889
ARTFR41,"R Group Artificial Flux",0,1000
ARTFR42,"R Group Artificial Flux",0,1000
ARTFR43,"R Group Artificial Flux",0,1000
ARTFR44,"R Group Artificial Flux",0,1000
ARTFR45,"R Group Artificial Flux",0,277.262434383072
ARTFR46,"R Group Artificial Flux",0,996.232267599878
ARTFR51,"R Group Artificial Flux",0,270.792730542144
ARTFR52,"R Group Artificial Flux",0,215.585036619054
ARTFR53,"R Group Artificial Flux",0,292.987856451816
ARTFR54,"R Group Artificial Flux",0,4.20122034666334
ARTFR55,"R Group Artificial Flux",0,2.10160616021232
ARTFR56,"R Group Artificial Flux",0,2.10110804874026
ARTFR57,"R Group Artificial Flux",0,4.20321232042462
ARTFR61,"R Group Artificial Flux",0,1000
ARTPLM1,"R Group to Palmitate Conversion",0,1000
ARTPLM1m,"R Group to Palmitate Conversion",0,923.318078589197
ARTPLM2,"R Group to Palmitate Conversion",0,1000
ARTPLM2m,"R Group to Palmitate Conversion",0,923.318078589208
ARTPLM3,"R Group to Palmitate Conversion",0,1000
ARTPLM3m,"R Group to Palmitate Conversion",0,923.318078589204
ASAH1,"N-Acylsphingosine Amidohydrolase",0,386.891757858567
ASCBOX,"Ascorbic Acid Oxidase",0,1000
ASCBt,"L-Ascorbate Transport via Facilitated Diffusion",-1000,1000
ASCBt4,"L-Ascorbate Transport via Proton Symport",-1000,1000
ASNALANaEx,"L-Alanine/L-Asparagine Na-Dependent Exchange (Asn-L In)",0,1000
ASNCYSNaEx,"L-Cysteine/L-Asparagine Na-Dependent Exchange (Asn-L In)",0,1000
ASNGLNNaEx,"L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In)",0,1000
ASNNm,"L-Asparaginase, Mitochondrial",0,605.612924894433
ASNS1,"Asparagine Synthase (Glutamine-Hydrolysing)",0,605.60494489443
ASNSERNaEx,"L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In)",0,1000
ASNt4,"L-Asparagine Transport in via Sodium Symport",0,1000
ASNTHRNaEx,"L-Threonine/L-Asparagine Na-Dependent Exchange (Asn-L In)",0,1000
ASNtm,"L-Asparagine Transport, Mitochondrial",0,605.612924894427
ASNtN1,"Asparagine Transport (Na, H Coupled)",-1000,1000
Asn_X_Ser_Thrtr,"Asn-X-Ser/Thr Transport (from Er to Lysosome)",-125,0
ASPCTr,"Aspartate Carbamoyltransferase (Reversible)",0,318.551082298985
ASPDt6,"D-Aspartate Transport via Na, H Symport And K Antiport",0,1000
ASPDxt,"D-Aspartate Transport, Peroxisomal",0,0
ASPGLUm,"Aspartate-Glutamate Mitochondrial Shuttle",0,1000
ASPNATm,"Aspartate N-Acetyltransferase, Mitochondrial",0,1000
ASPt6,"L-Aspartate Transport via Na, H Symport And K Antiport",0,1000
ASPTAm,"Aspartate Transaminase",-1000,633.184963904912
ATP1ter,"ADP/ATP Transporter, Endoplasmic Reticulum",0,1000
ATP2ter,"AMP/ATP Transporter, Endoplasmic Reticulum",0,1000
ATPasel,"V-Type ATPase, H+ Transporting, Lysosomal",0,325.11364653265
ATPH1e,"ATP Diphosphohydrolase",0,386.891430921381
ATPH2e,"ATP Diphosphohydrolase",0,386.891430921435
ATPtm,"ADP/ATP Transporter, Mitochondrial",0,1000
ATPtn,"ATP Diffusion in Nucleus",2.45581333047085e-13,1000
ATPtx,"ATP Transporter, Peroxisomal",-1000,1000
AVITE2t,"Alpha-Tocotrienol (Vit. E) Transport",0,0
B_MANNASEly,"Beta-Mannosidase, Lysosomal",0,125
B3GALT3g,"Beta-1, 3-Galactosyltransferase 3",0,250
B3GALT41g,"Beta-1, 3-Galactosyltransferase 4",0,166.666666666667
B3GALT42g,"Beta-1, 3-Galactosyltransferase 4",0,166.666666666667
B3GALT43g,"Beta-1, 3-Galactosyltransferase 4",0,125
B3GALT44g,"Beta-1, 3-Galactosyltransferase 4",0,20.6238736874249
B3GALT5g,"Beta-1, 3-Galactosyltransferase 5",0,35.7300523968515
B3GALTg,"Beta Galactosyltransferase",0,40.602700650608
B3GNT11g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1",0,31.7786544897052
B3GNT12g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1",0,23.1590621638791
B3GNT310g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,40.6027006506075
B3GNT311g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,26.3983917828685
B3GNT312g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,31.7786544897052
B3GNT313g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,22.0411385569738
B3GNT314g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,21.0888252543562
B3GNT315g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,23.1590621638791
B3GNT31g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,34.3406313011675
B3GNT32g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,34.3406313011675
B3GNT33g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,34.3406313011675
B3GNT34g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,30.7395770976597
B3GNT35g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,30.7395770976597
B3GNT36g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,250
B3GNT37g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,32.9446897516036
B3GNT39g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",0,500
B3GNT51g,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 5",0,40.602700650608
BAAT1x,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase",0,1000
BAAT2x,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase",0,1000
BAAT3x,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase",0,1000
BAAT4x,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase",0,1000
BACCL,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase",0,1000
BACCLm,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",0,1000
BALAtmr,"Beta-Alanine Reversible Mitochondrial Transport (Diffusion)",-161.212517963224,1000
BALAVECSEC,"B-Alanine Secretion via Secretory Vesicle (ATP Driven)",0,1000
BAMPPALDOX,"Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase",0,225.572894005207
BAMPPALDOXm,"Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase, Mitochondrial",0,0
BBHOX,"4-Trimethylammoniobutanoate, 2-Oxoglutarate:Oxygen Oxidoreductase (3-Hydroxylating)",0,0
BCDO,"Beta-Carotene Dioxygenase",0,0
BDG2HCGHD,"Beta-D-Glucosyl-2-Coumarinate Glucohydrolase",0,0
BDHm,"(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase",-649.290267304561,0
BDMT_L,"GDPmannose:Chitobiosyldiphosphodolichol Beta-D-Mannosyltransferase (Liver)",0,125
BDMT_U,"GDPmannose:Chitobiosyldiphosphodolichol Beta-D-Mannosyltransferase (Uterus)",0,55.2702044173407
BETALDHxm,"Betaine-Aldehyde Dehydrogenase, Mitochondrial",0,403.698212225594
BHBt,"(R)-3-Hydroxybutanoate Transport via H+ Symport",-1000,1000
BHBtm,"(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport",-649.290267304561,0
BHMT,"Betaine-Homocysteine S-Methyltransferase",0,403.69817832585
BILDGLCURt,"Bilirubin Beta-Diglucuronide Transport via Bicarbonate Antiport",-1000,1000
BILDGLCURte,"Bilirubin Beta-Diglucuronide Transport Mdr",0,1000
BILDGLCURtr,"Glucuronidated Compound Transport",-159.879105569068,1000
BILGLCURt,"Bilirubin Monoglucuronide Transport via Bicarbonate Antiport",-1000,1000
BILGLCURte,"Bilirubin Monoglucuronide Transport Mdr",0,1000
BILGLCURtr,"Glucuronidated Compound Transport",-1000,1000
BILIRED,"NAD (P)H Biliverdin Reductase",0,496.032050110819
BILIRUBt2,"Bilirubin Transport via Bicarbonate Antiport",-1000,1000
BILIRUBtr,"Lipid, Flip-Flop Intracellular Transport",-1000,1000
BIOCYTtn,"Biocytin Transport, Nuclear",0,1000
BMTer_L,"B Mannosyltransferase, Endoplasmic Reticulum",0,0
BMTer_U,"B Mannosyltransferase, Endoplasmic Reticulum",0,0
BPNT2,"3', 5'-Bisphosphate Nucleotidase (Paps)",0,1000
BTND1,"Biotinidase (Biotin)",0,1000
BTND1n,"Biotinidase (Biotin), Nuclear",0,1000
BTNDe,"Biotinidase (Biotin), Extracellular",0,0
BTNDm,"Biotinidase (Biotin), Mitochondrial",0,1000
BTNPL,"Holocarboxylase Synthestase (Biotin Protein Ligase)",0,1000
BTNPLm,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",0,1000
BTNt2,"Biotin Reversible Transport via Proton Symport",-1000,1000
BTNt2m,"Biotin Reversible Transport via Proton Symport, Mitochondria",0,0.00133
BTNt3i,"Biotin Transport via Sodium Symport",0,1000
BTNt4i,"Biotin Uptake (Antiport)",0,1000
BTNtn,"Biotin Transport, Nuclear",-1000,0.00132999999999939
BUP2,"Beta-Ureidopropionase (D-3-Amino-Isobutanoate Forming)",0,302.803802447215
BUTt2m,"Butyrate Mitochondrial Transport via Proton Symport, Reversible",0,0
BVITEt,"Beta-Tocopherol (Vit. E) Transport",0,0
BZt,"Benzoate Transport (Diffusion)",0,0
BZtr,"Benzene Transporter, Endoplasmic Reticulum",0,0
C14STRr,"C-14 Sterol Reductase",0,1000
C160CPT1,"Production of Palmitoylcarnitine",0,1000
C160CPT2,"C160 Transport into the Mitochondria",0,923.318078589184
C160CRNt,"C160 Transport into the Mitochondria",0,923.318078589209
C161CPT1,"Production of Palmitoleoylcarnitine",0,1000
C161CPT12,"Carnitine O-Palmitoyltransferase",0,923.318078589212
C161CPT2,"Transport of Hexadecenoyl Coenzyme A into Mitochondrial Matrix",0,1000
C161CPT22,"C161 Transport into the Mitochondria",0,923.397896366265
C161CRN2t,"C161 Transport into the Mitochondria",0,1000
C161CRNt,"C161 Transport into the Mitochondria",0,1000
C180CPT1,"Production of Stearoylcarnitine",0,461.659039294606
C180CPT2,"Carnitine O-Stearoyl Transferase",0,461.659039294601
C180CRNt,"C180 Transport into the Mitochondria",0,1000
C181CPT1,"Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix",0,1000
C181CPT2,"Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix",0,1000
C181CRNt,"C181 Transport into the Mitochondria",0,1000
C204CPT1,"Carnitine C20:4 Transferase",0,1000
C204CPT2,"Arachidonic Acid Transport into the Mitochondria",0,179.889828805741
C204CRNt,"Arachidonic Acid Transport into the Mitochondria",0,1000
C226COAtx,"Fatty Acid Intracellular Transport",-256.894834812063,1000
C226CPT1,"Carnitine C22:6 Transferase",0,155.317415540536
C226CPT2,"C226 Transport into the Mitochondria",0,155.317415540536
C226CRNt,"C226 Transport into the Mitochondria",0,1000
C2M26DCOAHLm,"Cis-2-Methyl-5-Isopropylhexa-2, 5-Dienoyl Coenzyme A Hydro-Lyase, Mitochondrial",0,0
C2M26DCOAHLx,"Cis-2-Methyl-5-Isopropylhexa-2, 5-Dienoyl Coenzyme A Hydro-Lyase, Peroxisomal",0,0
C3STDH1Pr,"C-3 Sterol Dehydrogenase (4-Methylzymosterol)",0,69.9985234213276
C3STDH1r,"C-3 Sterol Dehydrogenase (4-Methylzymosterol)",0,69.9985234213266
C3STKR2r,"C-3 Sterol Keto Reductase (Zymosterol)",0,69.9985234213281
C4STMO1r,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",0,69.9985234213286
C4STMO2Pr,"C-4 Methyl Sterol Oxidase",0,69.9985234213279
C4STMO2r,"C-4 Methyl Sterol Oxidase",0,69.9985234213283
CAATPS,"Ca ATPase",0,1000
CAROtr,"Beta-Carotene Transport via Diffusion",0,0
CARVEOLte,"Transport of Xenobiotic",0,0
CAT2p,"Catalase A, Peroxisomal (Ethanol)",0,0
CAt7r,"Calcium / Sodium Antiporter (1:3), Reversible",-1000,1000
CATm,"Catalase",0,1000
CATp,"Catalase A, Peroxisomal",0,1000
CBL2OR,"NADH:Cob (III)Alamine Oxidoreductase",0,0.000665
CBL2tm,"Cob(II)Alamine Transport, Mitochondrial",0,0.00133
CBLATm,"Cob(I)Alamin Adenosyltransferase, Mitochondrial",0,0
CBPPer,"Carbamoyl Phosphate Phosphotransferase, Endoplasmic Reticulum",0,434.530644246031
CBPSam,"Carbamoyl-Phosphate Synthase (Ammonia), Mitochondrial",0,77.1413271628266
CBPter,"Carbamoyl Phosphate Transport, Endoplasmic Reticulum",0,434.530644246031
CBR1,"Carbonyl Reductase [NADPH] 1",0,0
CBR2,"Carbonyl Reductase [NADPH] 1",0,1000
CCA_D3t,"Calcitroic Acid Transport from Cytosol",0,0
CCA_D3tm,"Calcitroic Acid Transport from Mitochondria",0,0
CDIPTr,"Phosphatidylinositol Synthase (Homo Sapiens)",-115.211598601755,1000
CDPDAGtm,"Intracellular Transport",-1000,0
CDS,"Phosphatidate Cytidylyltransferase",0,1000
CDSm,"Phosphatidate Cytidylyltransferase",0,1000
CEPTC,"Choline Phosphotransferase",0,1000
CEPTE,"Ethanolamine Phosphotransferase",0,1000
CERK,"Ceramide Kinase",0,1000
CERT1gt,"Ceramide Transport Protein",-1000,1000
CERT1rt,"Ceramide Transport Protein",0,1000
CERT2gt,"Ceramide Transport Protein",-1000,1000
CERT2rt,"Ceramide Transport Protein",-1000,1000
CGLYt3_2_,"Cys-Gly Transport in via Proton Symport",0,1000
CH25H,"Cholesterol 25-Hydroxylase",0,112.756013611471
CHAT,"Choline O-Acetyltransferase",-1000,1000
CHATn,"Choline O-Acetyltransferase",-1000,1000
CHLP,"Choline Phosphate Phosphatase",0,1000
CHLPCTD,"Choline Phosphate Cytididyltransferase",0,1000
CHLtm,"Choline Transport via Diffusion (Cytosol to Mitochondria)",-580.337146382076,403.698212225592
CHOLATEt,"Cholate Transport via Bicarbonate Antiport",-1000,1000
CHOLATEt2,"Cholate Transport via Sodium Symport",0,1000
CHOLATEt3,"ABC Bile Acid Transporter",0,1000
CHOLD2m,"Choline Dehydrogenase (FAD Acceptor), Mitochondrial",0,403.698212225594
CHOLK,"Choline Kinase",0,1000
CHOLPtg,"Choline Phosphate Intracellular Transport",-1000,0
CHOLPtl,"Choline Phosphate Intracellular Transport",-424.386195379088,0
CHOLt4,"Choline, Sodium Symport",-1000,1000
CHOLtg,"Choline Intracellular Transport",0,580.337780035273
CHOLtn,"Choline Transport, Nuclear Through Pores",-1000,1000
CHOLtr,"Choline Intracellular Transport",0,580.337780035259
CHOLtu,"Choline Uniport",-1000,1000
CHSTEROLSULT,"Steroid Sulfotransferase",0,580.337146382074
CHSTEROLt1,"Cholesterol Intracellular Transport",-1000,1000
CHSTEROLt2,"Cholesterol Intracellular Transport",-1000,1000
CHSTEROLt3,"Cholesterol Intracellular Transport",-1000,1000
CHSTEROLtg,"Cholesterol Efflux (ATP Depedent), Golgi Apparatus",0,1000
CHTNASE,"Chitinase",0,0
CHTNASEe,"Chitinase, Extracellular",0,0
CITMCOAHm,"L-Citramalyl Coenzyme A Hydro-Lyase, Mitochondrial",0,0
CITMCOALm,"L-Citramalyl Coenzyme A Pyruvate-Lyase",0,0
CITRtm,"Citrulline Mitochondrial Transport via Proton Antiport",-1000,1000
CITt4_2,"Citrate Transport via Sodium Symport",-1000,1000
CITtam,"Citrate Transport, Mitochondrial",-1000,1000
CITtbm,"Citrate Transport, Mitochondrial",0,1000
CK,"ATP Creatine Kinase",0,51.4922182956796
CKc,"ATP Creatine Kinase, Cytosolic",0,51.4922182956883
CLFORtex,"Chloride Transport via Formate Antiport",0,1000
CLHCO3tex2,"Chloride Transport via Bicarbonate Antiport (2:1)",0,1000
CLI2tex,"Chloride Transport via Iodide Antiport",0,1000
CLOHtex2,"Chloride Transport via Hydroxide Antiport (2:1)",0,1000
CLOXAtex2,"Chloride Transport via Oxalate Antiport (2:1)",0,1000
CLPNDCOAtx,"Fatty Acid Intracellular Transport",-2.10159986293111,1000
CLPNDCPT1,"Carnitine O-Palmitoyltransferase",0,101.683770140823
CLPNDCPT2,"Carnitine Transferase",0,101.683770140824
CLPNDCRNt,"Transport into the Mitochondria (Carnitine)",0,1000
CLPNDt,"Fatty Acid Transport via Diffusion",-124.521045119103,1000
CLS_hs,"Cardiolipin Synthase (Homo Sapiens)",0,0.499436810582422
CMPACNAtg,"Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate via CMP Antiport, Golgi Apparatus",0,709.536309333689
